Title,TOMATOMETER score,TOMATOMETER Count,AUDIENCE score,AUDIENCE count,Year,Cast 1,Cast 2,Cast 3,director_name,Runtime,Genre_Action,Genre_Art&Foreign,Genre_Classics,Genre_Comedy,Genre_Documentary,Genre_Drama,Genre_Horror,Genre_Kids&Family,Genre_Mystery,Genre_Romance,Genre_SciFi,Rating_G,Rating_NC17,Rating_NR,Rating_PG,Rating_PG-13,Rating_R,cast1_oscar_nom,cast1_oscars,cast2_oscar_nom,cast2_oscars,cast3_oscar_nom,cast3_oscars,cast1_FB_likes,cast2_FB_likes,cast3_FB_likes,dir_oscar_nom,dir_oscars,director_awards,director_facebook_likes,cast_total_facebook_likes
Dead Awake,98.0,10,86.0,74732,2017,Jocelin Donahue,Jesse Bradford,Lori Petty,Phillip Guzman,99,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,923.0,0.0,0.0,0.0,232.0,0.0
XX,100.0,60,87.0,326,2017,Natalie Brown,Melanie Lynskey,Breeda Wool,Roxanne Benjamin,81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Rings,100.0,111,49.0,94,2017,Matilda Anna Ingrid Lutz,Alex Roe,Johnny Galecki,F. Javier Gutirrez,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
A Fantastic Fear of Everything,8.0,32,23.0,22022,2014,Simon Pegg,Amara Karan,Paul Freeman,Crispian Mills,141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,193.0,0.0,0.0,0.0,232.0,0.0
Black Rose,34.0,8,35.0,4683,2017,Alexander Nevsky,Kristanna Loken,Adrian Paul,Alexander Nevsky,100,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,786.0,0.0,0.0,0.0,232.0,0.0
La La Land,13.0,444,17.0,48,2016,Ryan Gosling,Emma Stone,John Legend,Damien Chazelle,128,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2.0,0.0,3.0,1.0,0.0,0.0,33000.0,15000.0,367.0,1.0,1.0,139.0,141.0,0.0
Gold,91.0,183,81.0,70902,2017,Matthew McConaughey,Edgar Ramirez,Bryce Dallas Howard,Stephen Gaghan,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,11000.0,367.0,3000.0,0.0,0.0,0.0,79.0,0.0
Camino,43.0,19,45.0,8560,2016,Zoe Bell,Zoe Bell,Nacho Vigalondo,Josh Waller,103,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,76.0,0.0,0.0,0.0,232.0,0.0
The Bye Bye Man,35.0,86,73.0,23037,2017,Cressida Bonas,Lucien Laviscount,Doug Jones,Stacy Title,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Things to Come (L'avenir),19.0,142,22.0,7239,2016,Isabelle Huppert,Andr Marcon,Roman Kolinka,Mia Hansen-Lve,100,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,678.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
We Are X,99.0,26,71.0,6678,2016,X (Japan),Yoshiki,Toshi,Stephen Kijak,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,3.0,0.0
The Girl With All the Gifts,81.0,124,86.0,329,2017,Gemma Arterton,Paddy Considine,Glenn Close,Colm McCarthy,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,7.0,0.0,367.0,680.0,367.0,0.0,0.0,0.0,232.0,0.0
Underworld: Blood Wars,97.0,94,93.0,34,2017,Kate Beckinsale,Theo James,Tobias Menzies,Anna Foerster,91,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,5000.0,1000.0,0.0,0.0,0.0,232.0,0.0
The Last Heist,19.0,9,49.0,22110,2016,Henry Rollins,Torrance Coombs,Victoria Pratt,Mike Mendez,85,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,898.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Mean Dreams,11.0,45,12.0,165,2017,Sophie Nlisse,Josh Wiggins,Colm Feore,Nathan Morlando,108,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,539.0,0.0,0.0,0.0,232.0,0.0
The Red Turtle (La tortue rouge),78.0,161,56.0,674,2017,Michal Dudok De Wit,Emmanuel Garijo,Jean-Christophe Lie,Michal Dudok De Wit,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
The Salesman (Forushande),93.0,193,80.0,6465,2017,Taraneh Alidoosti,Shahab Hosseini,Babak Karimi,Asghar Farhadi,125,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,786.0,367.0,0.0,0.0,126.0,0.0,0.0
Dying Laughing,96.0,18,84.0,7327,2017,Chris Rock,Jerry Seinfeld,Amy Schumer,Paul Toogood,89,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,492.0,0.0,0.0,0.0,232.0,0.0
Beyond the Gates,89.0,22,30.0,348,2016,Barbara Crampton,Brea Grant,Graham Skipper,Jackson Stewart,83,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Operation Chromite,82.0,19,28.0,762,2016,Liam Neeson,Sean Dulake,Justin Rupple,John H. Lee,115,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,14000.0,367.0,367.0,0.0,0.0,0.0,32.0,14133.0
Detour,37.0,30,52.0,555,2017,Tye Sheridan,Bel Powley,Emory Cohen,Christopher Smith (VIII),85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
The Resurrection of Gavin Stone,100.0,12,44.0,77,2017,Brett Dalton (II),Anjelah Johnson-Reyes,Shawn Michaels (V),Dallas Jenkins,92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
The Levelling,50.0,34,83.0,1873,2017,Ellie Kendrick,David Troughton,Jack Holden,Hope Dickson Leach,83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,221.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Catfight,94.0,59,58.0,451,2017,Sandra Oh,Anne Heche,Alicia Silverstone,Onur Tukel,96,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,643.0,367.0,0.0,0.0,0.0,232.0,0.0
The Void,99.0,73,83.0,14211,2017,Aaron Poole,Kathleen Munroe,Ellen Wong,Jeremy Gillespie,90,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,231.0,719.0,0.0,0.0,0.0,232.0,0.0
Rupture,78.0,34,46.0,6091,2017,Noomi Rapace,Peter Stormare,Kerry Bish,Steven Shainberg,100,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,30.0,0.0
The Comedian,18.0,112,16.0,987,2017,Robert De Niro,Leslie Mann,Danny DeVito,Taylor Hackford,119,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,2.0,0.0,0.0,0.0,0.0,22000.0,367.0,367.0,1.0,0.0,0.0,138.0,0.0
Small Crimes,24.0,16,28.0,2193,2017,Nikolaj Coster-Waldau,Jacki Weaver,Robert Forster,E.L. Katz,95,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,2.0,0.0,1.0,0.0,367.0,401.0,889.0,0.0,0.0,0.0,3.0,0.0
Walking With The Enemy,98.0,38,65.0,1277,2014,Jonas Armstrong,Hannah Tointon,Ben Kingsley,Mark Schmidt,126,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4.0,1.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Monster Trucks,45.0,94,59.0,1632,2017,Lucas Till,Jane Levy,Thomas Lennon,Chris Wedge,122,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,651.0,0.0,0.0,0.0,77.0,0.0
Love Thy Nature,32.0,10,51.0,8341,2016,Dayna Baumeister,Brian Swimme,Philip Barr,Sylvie Rokab,76,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
The Founder,50.0,237,47.0,2888,2017,Michael Keaton,Nick Offerman,John Carroll Lynch,John Lee Hancock,115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,102.0,0.0
The Bounce Back,81.0,6,82.0,32260,2016,Shemar Moore,Nadine Velazquez,Bill Bellamy,Youssef Delara,104,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,874.0,367.0,0.0,0.0,0.0,8.0,0.0
Sleepless,77.0,61,79.0,53321,2017,Jamie Foxx,Michelle Monaghan,Dermot Mulroney,Baran bo Odar,95,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2.0,1.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
The Blackout Experiments,25.0,11,37.0,9681,2016,Russell Eaton,Bob Glouberman,Josh Randall,Rich Fox,81,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
War on Everyone,0.0,97,60.0,31,2017,Alexander Skarsgrd,Michael Pea,Theo James,John Michael McDonagh,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,5000.0,0.0,0.0,0.0,51.0,0.0
Punching Henry,61.0,12,37.0,3496,2017,Henry Phillips,Sarah Silverman,Tig Notaro,Gregori Viens,98,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,931.0,367.0,0.0,0.0,0.0,232.0,0.0
Lion,83.0,261,63.0,336,2016,Dev Patel,Rooney Mara,Nicole Kidman,Garth Davis,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,2.0,0.0,4.0,1.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Hidden Figures,85.0,310,91.0,39664,2017,Taraji P. Henson,Octavia Spencer,Janelle Mone,Ted Melfi,127,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,3.0,1.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Toni Erdmann,93.0,231,93.0,58319,2016,Peter Simonischek,Sandra Hller,Michael Wittenborn,Maren Ade,162,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,58.0,232.0,0.0
Brimstone,100.0,75,64.0,186,2017,Guy Pearce,Dakota Fanning,Carice van Houten,Martin Koolhoven,148,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,12.0,0.0
Before the Flood,41.0,31,53.0,1904,2016,Leonardo DiCaprio,Barack Obama,Bill Clinton,Fisher Stevens,96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6.0,1.0,0.0,0.0,0.0,0.0,29000.0,871.0,184.0,0.0,0.0,0.0,232.0,0.0
Tramps,74.0,22,77.0,4836,2016,Callum Turner,Grace Van Patten,Michal Vondel,Adam Leon,82,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
The Duelist (Duelyant),95.0,14,68.0,616,2016,Petr Fedorov,Petr Fedorov,Vladimir Mashkov,Aleksey Mizgirev,110,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Believe,90.0,6,57.0,437,2016,Ryan O'Quinn,Shawnee Smith,Danielle Nicolet,Billy Dickson,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,651.0,367.0,0.0,0.0,0.0,232.0,0.0
Teen Titans: The Judas Contract,55.0,6,47.0,150,2017,Miguel Ferrer,Christina Ricci,Taissa Farmiga,Sam Liu,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,688.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Multiple Maniacs,85.0,20,54.0,680,1970,Mink Stole,Jack Roberts,Susan Walsh,John Waters,90,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,367.0,367.0,0.0,0.0,0.0,0.0,0.0
A Monster Calls,74.0,260,79.0,87744,2017,Sigourney Weaver,Felicity Jones,Lewis MacDougall,J.A. Bayona,108,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,3.0,0.0,1.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,171.0,0.0
The Creeping Garden,86.0,20,81.0,25223,2015,Mark Pragnell,Heather Barnett,Bryn Dentinger,Jasper Sharp,81,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Rogue One: A Star Wars Story,95.0,437,60.0,271,2016,Felicity Jones,Diego Luna,Mads Mikkelsen,Gareth Edwards (V),133,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
A Tale of Love and Darkness,84.0,66,86.0,104107,2016,Natalie Portman,Makram Khoury,Shira Haas,Natalie Portman,95,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.0,1.0,0.0,0.0,0.0,0.0,20000.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Evolution,71.0,62,50.0,2471,2016,Max Brebant,Julie-Marie Parmentier,Roxane Duran,Lucile Hadzihalilovic,81,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,8.0,21.0,0.0,0.0,0.0,92.0,54.0
Why Him?,82.0,153,45.0,2489,2016,Bryan Cranston,James Franco,Zoey Deutch,John Hamburg,111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,1.0,0.0,0.0,0.0,367.0,11000.0,852.0,0.0,0.0,0.0,29.0,0.0
Julieta,72.0,194,72.0,39402,2016,Emma Surez,Adriana Ugarte,Daniel Grao,Pedro Almodvar,96,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Paterson,84.0,252,74.0,4886,2016,Adam Driver,Golshifteh Farahani,Barry Shabaka Henley,Jim Jarmusch,115,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,232.0,0.0,0.0,73.0,0.0,0.0
Despite The Falling Snow,96.0,22,72.0,16023,2017,Rebecca Ferguson,Sam Reid,Charles Dance,Shamim Sarif,93,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,212.0,367.0,0.0,0.0,0.0,232.0,0.0
The Discovery,80.0,60,86.0,25955,2017,Robert Redford,Rooney Mara,Jason Segel,Charlie McDowell,101,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Arsenal,45.0,30,44.0,1262,2017,Adrian Grenier,Johnathon Schaech,John Cusack,Steven C. Miller,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Youth in Oregon,3.0,20,17.0,279,2017,Frank Langella,Billy Crudup,Christina Applegate,Joel David Moore,99,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,903.0,745.0,367.0,0.0,0.0,0.0,232.0,0.0
Is That a Gun in Your Pocket?,45.0,11,50.0,154,2016,Andrea Anders,Matt Passmore,Katherine McNamara,Matt Cooper,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,19000.0,0.0,0.0,0.0,232.0,0.0
We Go On,0.0,8,92.0,379,2016,Annette O'Toole,Clark Freeman,Giovanna Zacaras,Andy Mitton,89,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Carrie Pilby,89.0,26,74.0,12894,2017,Bel Powley,Nathan Lane,Vanessa Bayer,Susan Johnson,98,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,886.0,367.0,0.0,0.0,0.0,232.0,0.0
bwoy,83.0,8,69.0,25239,2017,Anthony Rapp,De'Adre Aziza,Jimmy Brooks,John G. Young,85,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
The Book Of Love,88.0,12,50.0,43,2017,Jason Sudeikis,Jessica Biel,Maisie Williams,Bill Purple,107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Bokeh,8.0,20,63.0,619,2017,Maika Monroe,Matt O'Leary,Arnar Jnsson,Geoffrey Orthwein,104,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,303.0,367.0,0.0,0.0,0.0,232.0,0.0
The Most Hated Woman In America,45.0,22,25.0,531,2017,Melissa Leo,Juno Temple,Adam Scott,Tommy O'Haver,91,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,1.0,0.0,0.0,0.0,0.0,367.0,367.0,3000.0,0.0,0.0,0.0,13.0,0.0
Don't Kill It,36.0,13,39.0,252,2017,Dolph Lundgren,Kristina Klebe,Billy Slaughter,Mike Mendez,93,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Dig Two Graves,92.0,25,38.0,344,2017,Ted Levine,Samantha Isler,Danny Goldring,Hunter Adams,85,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Solace,18.0,51,43.0,57346,2016,Anthony Hopkins,Jeffrey Dean Morgan,Colin Farrell,Afonso Poyart,102,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,5.0,1.0,0.0,0.0,0.0,0.0,12000.0,367.0,0.0,0.0,0.0,0.0,232.0,0.0
Passengers,25.0,274,43.0,5076,2016,Jennifer Lawrence,Chris Pratt,Michael Sheen,Morten Tyldum,116,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,4.0,1.0,0.0,0.0,0.0,0.0,34000.0,367.0,367.0,1.0,0.0,47.0,77.0,0.0
Live By Night,31.0,229,63.0,55027,2017,Ben Affleck,Elle Fanning,Brendan Gleeson,Ben Affleck,128,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,0.0,0.0
Uncertain,82.0,22,68.0,2826,2017,Wayne Smith,Henry Lewis,Zach Warren,Ewan McNicol,81,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Man Down,100.0,54,82.0,375,2016,Shia LaBeouf,Jai Courtney,Gary Oldman,Dito Montiel,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,2.0,1.0,367.0,367.0,10000.0,0.0,0.0,0.0,68.0,0.0
Tanna,15.0,38,58.0,3675,2016,Marie Wawa,Mungau Dain,Marceline Rofit,Bentley Dean,104,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Jackie,92.0,341,77.0,767,2016,Natalie Portman,Peter Sarsgaard,Greta Gerwig,Pablo Larran,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.0,1.0,0.0,0.0,0.0,0.0,20000.0,367.0,962.0,0.0,0.0,0.0,232.0,0.0
The Eyes of My Mother,87.0,96,60.0,28355,2016,Kika Magalhaes,Will Brill,Flora Diaz,Nicolas Pesce,77,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Collateral Beauty,78.0,180,57.0,3267,2016,Will Smith,Helen Mirren,Edward Norton,David Frankel,94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.0,0.0,4.0,1.0,3.0,0.0,10000.0,367.0,367.0,0.0,0.0,0.0,64.0,0.0
Tower,94.0,97,65.0,2307,2016,Violett Beane,Blair Jackson,Josephine McAdam,Keith Maitland,82,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
From Nowhere,99.0,13,89.0,3294,2017,Julianne Nicholson,J. Mallory McCree,Denis O'Hare,Matthew Newton,89,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,896.0,0.0,0.0,0.0,232.0,0.0
The Love Witch,92.0,109,75.0,129,2016,Samantha Robinson (VI),Laura Waddell,Jeffrey Vincent Parise,Anna Biller,120,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Always Shine,95.0,48,61.0,2333,2016,Mackenzie Davis,Caitlin FitzGerald,Lawrence Michael Levine,Sophia Takal,85,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,205.0,367.0,0.0,0.0,0.0,232.0,0.0
Johnny Frank Garrett's Last Word,92.0,6,53.0,673,2016,Mike Doyle,Sean Patrick Flanery,Erin Cummings,Simon Rumley,95,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
"Mother, May I Sleep with Danger?",43.0,13,15.0,110,2016,James Franco,Tori Spelling,Leila George,Melanie Aitkenhead,120,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,11000.0,396.0,367.0,0.0,0.0,0.0,232.0,0.0
Being 17 (Quand on a 17 ans),62.0,40,19.0,83,2016,Sandrine Kiberlain,Kacey Mottet Klein,Corentin Fila,Andr Tchin,114,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
A Kind of Murder,95.0,16,74.0,606,2016,Jessica Biel,Patrick Wilson,Haley Bennett,Andy Goddard,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,0.0,664.0,0.0,0.0,0.0,232.0,0.0
Fences,38.0,258,14.0,492,2016,Denzel Washington,Viola Davis,Stephen Henderson,Denzel Washington,133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8.0,2.0,3.0,1.0,0.0,0.0,18000.0,367.0,64.0,0.0,0.0,0.0,18000.0,0.0
Elle,92.0,235,75.0,36174,2016,Isabelle Huppert,Laurent Lafitte,Anne Consigny,Paul Verhoeven,130,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,678.0,367.0,367.0,0.0,0.0,72.0,719.0,0.0
Cold War 2,91.0,9,73.0,11902,2016,Aaron Kwok,Tony Leung Ka Fai,Yun-Fat Chow,Sunny Luk,114,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
New Life,56.0,7,57.0,508,2016,Jonathan Patrick Moore,Erin Bethea,James Marsters,Drew Waters,88,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,150.0,367.0,0.0,0.0,0.0,232.0,0.0
Stray Bullets,29.0,8,62.0,179,2017,Asa Spurlock,Jack Fessenden,James LeGros,Jack Fessenden,83,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
